Date : 2022-10-02 18:49:04
Directory : c:\Users\yzc\Desktop\pet
Total : 1514 files,  80100 codes, 3015 comments, 3831 blanks, all 86946 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-agreements                                                           |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-avatar                                                               |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-bind-mobile                                                          |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-fab-login                                                            |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-sms-form                                                             |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-user-profile                                                         |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\pages                                                                                        |         25 |         60 |          0 |         13 |         73 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\pages\common                                                                                 |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\pages\common\webview                                                                         |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\pages\login                                                                                  |          4 |         11 |          0 |          2 |         13 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\pages\userinfo                                                                               |         17 |         42 |          0 |          9 |         51 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\pages\userinfo\bind-mobile                                                                   |          4 |         11 |          0 |          2 |         13 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\pages\userinfo\cropImage                                                                     |          9 |         17 |          0 |          5 |         22 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper                                                         |          5 |          8 |          0 |          3 |         11 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\static                                                                                       |          2 |         32 |          2 |          2 |         36 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-id-pages\static\limeClipper                                                                           |          2 |         32 |          2 |          2 |         36 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-list                                                                                                  |          8 |         17 |          0 |          4 |         21 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-list\components                                                                                       |          8 |         17 |          0 |          4 |         21 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-list\components\uni-list                                                                              |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-list\components\uni-list-item                                                                         |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-load-more                                                                                             |          5 |          8 |          0 |          3 |         11 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-load-more\components                                                                                  |          5 |          8 |          0 |          3 |         11 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-load-more\components\uni-load-more                                                                    |          5 |          8 |          0 |          3 |         11 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-load-more\components\uni-load-more\i18n                                                               |          1 |          1 |          0 |          1 |          2 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-popup                                                                                                 |         10 |         18 |          0 |          6 |         24 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-popup\components                                                                                      |         10 |         18 |          0 |          6 |         24 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup                                                                            |          6 |         11 |          0 |          4 |         15 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup-dialog                                                                     |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup\i18n                                                                       |          1 |          1 |          0 |          1 |          2 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-search-bar                                                                                            |          5 |         10 |          0 |          3 |         13 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-search-bar\components                                                                                 |          5 |         10 |          0 |          3 |         13 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-search-bar\components\uni-search-bar                                                                  |          5 |         10 |          0 |          3 |         13 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-search-bar\components\uni-search-bar\i18n                                                             |          1 |          1 |          0 |          1 |          2 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-transition                                                                                            |          5 |          7 |          0 |          3 |         10 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-transition\components                                                                                 |          5 |          7 |          0 |          3 |         10 |
| unpackage\dist\build\mp-weixin\uni_modules\uni-transition\components\uni-transition                                                                  |          5 |          7 |          0 |          3 |         10 |
| unpackage\dist\dev                                                                                                                                   |        503 |      1,428 |          2 |        309 |      1,739 |
| unpackage\dist\dev\mp-weixin                                                                                                                         |        503 |      1,428 |          2 |        309 |      1,739 |
| unpackage\dist\dev\mp-weixin\common                                                                                                                  |          3 |         33 |          0 |          3 |         36 |
| unpackage\dist\dev\mp-weixin\components                                                                                                              |         91 |        207 |          0 |         47 |        254 |
| unpackage\dist\dev\mp-weixin\components\AuthorInformation                                                                                            |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\components\Issue                                                                                                        |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\components\Message                                                                                                      |          4 |         12 |          0 |          2 |         14 |
| unpackage\dist\dev\mp-weixin\components\PetList                                                                                                      |          4 |         12 |          0 |          2 |         14 |
| unpackage\dist\dev\mp-weixin\components\Tab                                                                                                          |         44 |        114 |          0 |         22 |        136 |
| unpackage\dist\dev\mp-weixin\components\Tab\Apply                                                                                                    |          4 |         12 |          0 |          2 |         14 |
| unpackage\dist\dev\mp-weixin\components\Tab\CatDaily                                                                                                 |          4 |         11 |          0 |          2 |         13 |
| unpackage\dist\dev\mp-weixin\components\Tab\Collect                                                                                                  |         16 |         36 |          0 |          8 |         44 |
| unpackage\dist\dev\mp-weixin\components\Tab\Encyclopedia                                                                                             |          8 |         17 |          0 |          4 |         21 |
| unpackage\dist\dev\mp-weixin\components\Tab\Found                                                                                                    |          4 |         12 |          0 |          2 |         14 |
| unpackage\dist\dev\mp-weixin\components\Tab\Issue                                                                                                    |          4 |         12 |          0 |          2 |         14 |
| unpackage\dist\dev\mp-weixin\components\Tab\Receive                                                                                                  |          4 |         14 |          0 |          2 |         16 |
| unpackage\dist\dev\mp-weixin\components\city-select                                                                                                  |         10 |         17 |          0 |          6 |         23 |
| unpackage\dist\dev\mp-weixin\components\city-select\City                                                                                             |          5 |          9 |          0 |          3 |         12 |
| unpackage\dist\dev\mp-weixin\components\city-select\City\citys                                                                                       |          1 |          1 |          0 |          1 |          2 |
| unpackage\dist\dev\mp-weixin\components\gtc-pickerAddress                                                                                            |          5 |          7 |          0 |          3 |         10 |
| unpackage\dist\dev\mp-weixin\components\mehaotian-search                                                                                             |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\components\pick-regions                                                                                                 |          4 |          6 |          0 |          2 |          8 |
| unpackage\dist\dev\mp-weixin\components\u-popup                                                                                                      |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\components\u-show-poster                                                                                                |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\node-modules                                                                                                            |         16 |         27 |          0 |          8 |         35 |
| unpackage\dist\dev\mp-weixin\node-modules\@dcloudio                                                                                                  |          4 |          6 |          0 |          2 |          8 |
| unpackage\dist\dev\mp-weixin\node-modules\@dcloudio\uni-components                                                                                   |          4 |          6 |          0 |          2 |          8 |
| unpackage\dist\dev\mp-weixin\node-modules\@dcloudio\uni-components\lib                                                                               |          4 |          6 |          0 |          2 |          8 |
| unpackage\dist\dev\mp-weixin\node-modules\@dcloudio\uni-components\lib\unicloud-db                                                                   |          4 |          6 |          0 |          2 |          8 |
| unpackage\dist\dev\mp-weixin\node-modules\thorui-uni                                                                                                 |         12 |         21 |          0 |          6 |         27 |
| unpackage\dist\dev\mp-weixin\node-modules\thorui-uni\lib                                                                                             |         12 |         21 |          0 |          6 |         27 |
| unpackage\dist\dev\mp-weixin\node-modules\thorui-uni\lib\thorui                                                                                      |         12 |         21 |          0 |          6 |         27 |
| unpackage\dist\dev\mp-weixin\node-modules\thorui-uni\lib\thorui\tui-actionsheet                                                                      |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\node-modules\thorui-uni\lib\thorui\tui-button                                                                           |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\node-modules\thorui-uni\lib\thorui\tui-icon                                                                             |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\pages                                                                                                                   |        220 |        554 |          0 |        110 |        664 |
| unpackage\dist\dev\mp-weixin\pages\Adopt                                                                                                             |         20 |         43 |          0 |         10 |         53 |
| unpackage\dist\dev\mp-weixin\pages\Adopt\List                                                                                                        |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\pages\Adopt\Notice                                                                                                      |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\pages\Adopt\Search                                                                                                      |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\pages\Adopt\Swiper                                                                                                      |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\pages\ApplyAdopt                                                                                                        |         40 |        106 |          0 |         20 |        126 |
| unpackage\dist\dev\mp-weixin\pages\ApplyAdopt\Applied                                                                                                |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\pages\ApplyAdopt\Apply                                                                                                  |          4 |         13 |          0 |          2 |         15 |
| unpackage\dist\dev\mp-weixin\pages\ApplyAdopt\Explain                                                                                                |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\dev\mp-weixin\pages\ApplyAdopt\Inferior                                                                                               |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\pages\ApplyAdopt\PetAppearance                                                                                          |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\pages\ApplyAdopt\PetInformation                                                                                         |          4 |         14 |          0 |          2 |         16 |
| unpackage\dist\dev\mp-weixin\pages\ApplyAdopt\Poster                                                                                                 |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\pages\ApplyAdopt\Remind                                                                                                 |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\pages\ApplyAdopt\UserInfo                                                                                               |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\dev\mp-weixin\pages\Chat                                                                                                              |          4 |         14 |          0 |          2 |         16 |
| unpackage\dist\dev\mp-weixin\pages\FoundPet                                                                                                          |         12 |         31 |          0 |          6 |         37 |
| unpackage\dist\dev\mp-weixin\pages\FoundPet\List                                                                                                     |          4 |         13 |          0 |          2 |         15 |
| unpackage\dist\dev\mp-weixin\pages\FoundPet\Search                                                                                                   |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\pages\Home                                                                                                              |         56 |        140 |          0 |         28 |        168 |
| unpackage\dist\dev\mp-weixin\pages\Home\Daily                                                                                                        |         16 |         42 |          0 |          8 |         50 |
| unpackage\dist\dev\mp-weixin\pages\Home\Daily\CatDaily                                                                                               |          8 |         22 |          0 |          4 |         26 |
| unpackage\dist\dev\mp-weixin\pages\Home\Daily\CatDaily\TopicDetail                                                                                   |          4 |         12 |          0 |          2 |         14 |
| unpackage\dist\dev\mp-weixin\pages\Home\Daily\Participation                                                                                          |          4 |         11 |          0 |          2 |         13 |
| unpackage\dist\dev\mp-weixin\pages\Home\Enlightenment                                                                                                |          4 |         13 |          0 |          2 |         15 |
| unpackage\dist\dev\mp-weixin\pages\Home\Found                                                                                                        |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\dev\mp-weixin\pages\Home\Knowledge                                                                                                    |         20 |         47 |          0 |         10 |         57 |
| unpackage\dist\dev\mp-weixin\pages\Home\Knowledge\PopularizationOfScience                                                                            |         16 |         40 |          0 |          8 |         48 |
| unpackage\dist\dev\mp-weixin\pages\Home\Knowledge\PopularizationOfScience\Encyclopedia                                                               |          8 |         20 |          0 |          4 |         24 |
| unpackage\dist\dev\mp-weixin\pages\Home\Knowledge\PopularizationOfScience\Encyclopedia\EncylopediaDetail                                             |          4 |         11 |          0 |          2 |         13 |
| unpackage\dist\dev\mp-weixin\pages\Home\Knowledge\PopularizationOfScience\Knowledge                                                                  |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\pages\Home\Swiper                                                                                                       |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\pages\Home\WaitAdopt                                                                                                    |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\pages\Issue                                                                                                             |         20 |         57 |          0 |         10 |         67 |
| unpackage\dist\dev\mp-weixin\pages\Issue\Adoption                                                                                                    |          4 |         16 |          0 |          2 |         18 |
| unpackage\dist\dev\mp-weixin\pages\Issue\FoundPet                                                                                                    |          4 |         16 |          0 |          2 |         18 |
| unpackage\dist\dev\mp-weixin\pages\Issue\Interest                                                                                                    |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\pages\Issue\Notice                                                                                                      |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\pages\Message                                                                                                           |         20 |         51 |          0 |         10 |         61 |
| unpackage\dist\dev\mp-weixin\pages\Message\MyCollect                                                                                                 |          4 |         11 |          0 |          2 |         13 |
| unpackage\dist\dev\mp-weixin\pages\Message\MyComment                                                                                                 |          4 |         11 |          0 |          2 |         13 |
| unpackage\dist\dev\mp-weixin\pages\Message\News                                                                                                      |          4 |         13 |          0 |          2 |         15 |
| unpackage\dist\dev\mp-weixin\pages\Message\Received                                                                                                  |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\pages\Mine                                                                                                              |         48 |        112 |          0 |         24 |        136 |
| unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation                                                                                          |         12 |         32 |          0 |          6 |         38 |
| unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\Collect                                                                                  |          4 |         12 |          0 |          2 |         14 |
| unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\Footprint                                                                                |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\dev\mp-weixin\pages\Mine\Request                                                                                                      |         28 |         63 |          0 |         14 |         77 |
| unpackage\dist\dev\mp-weixin\pages\Mine\Request\Apply                                                                                                |          8 |         19 |          0 |          4 |         23 |
| unpackage\dist\dev\mp-weixin\pages\Mine\Request\Apply\ApplyDetail                                                                                    |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\dev\mp-weixin\pages\Mine\Request\Found                                                                                                |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\pages\Mine\Request\Issue                                                                                                |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\pages\Mine\Request\Receive                                                                                              |          8 |         19 |          0 |          4 |         23 |
| unpackage\dist\dev\mp-weixin\pages\Mine\Request\Receive\ProposerDetail                                                                               |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\dev\mp-weixin\pages\Mine\Safe                                                                                                         |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\static                                                                                                                  |          1 |        119 |          0 |         41 |        160 |
| unpackage\dist\dev\mp-weixin\uni_modules                                                                                                             |        167 |        360 |          2 |         99 |        461 |
| unpackage\dist\dev\mp-weixin\uni_modules\lgd-tab                                                                                                     |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\lgd-tab\components                                                                                          |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\lgd-tab\components\lgd-tab                                                                                  |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas                                                                                               |         13 |         15 |          0 |         13 |         28 |
| unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk                                                                                        |         13 |         15 |          0 |         13 |         28 |
| unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\methods                                                                                |          8 |          8 |          0 |          8 |         16 |
| unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\plugins                                                                                |          2 |          2 |          0 |          2 |          4 |
| unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\utils                                                                                  |          2 |          4 |          0 |          2 |          6 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-badge                                                                                                   |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-badge\components                                                                                        |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-badge\components\uni-badge                                                                              |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha                                                                                                 |          8 |         19 |          0 |          4 |         23 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha\components                                                                                      |          8 |         19 |          0 |          4 |         23 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha\components\uni-captcha                                                                          |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha\components\uni-popup-captcha                                                                    |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse                                                                                                |          8 |         16 |          0 |          4 |         20 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse\components                                                                                     |          8 |         16 |          0 |          4 |         20 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse\components\uni-collapse                                                                        |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse\components\uni-collapse-item                                                                   |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-data-checkbox                                                                                           |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-data-checkbox\components                                                                                |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-data-checkbox\components\uni-data-checkbox                                                              |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-data-select                                                                                             |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-data-select\components                                                                                  |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-data-select\components\uni-data-select                                                                  |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-dateformat                                                                                              |          5 |          7 |          0 |          3 |         10 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-dateformat\components                                                                                   |          5 |          7 |          0 |          3 |         10 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-dateformat\components\uni-dateformat                                                                    |          5 |          7 |          0 |          3 |         10 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-easyinput                                                                                               |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-easyinput\components                                                                                    |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-easyinput\components\uni-easyinput                                                                      |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-file-picker                                                                                             |         14 |         26 |          0 |          8 |         34 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-file-picker\components                                                                                  |         14 |         26 |          0 |          8 |         34 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker                                                                  |         14 |         26 |          0 |          8 |         34 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-forms                                                                                                   |         10 |         15 |          0 |          6 |         21 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-forms\components                                                                                        |         10 |         15 |          0 |          6 |         21 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-forms\components\uni-forms                                                                              |          6 |          8 |          0 |          4 |         12 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-forms\components\uni-forms-item                                                                         |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-icons                                                                                                   |          5 |          8 |          0 |          3 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-icons\components                                                                                        |          5 |          8 |          0 |          3 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-icons\components\uni-icons                                                                              |          5 |          8 |          0 |          3 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages                                                                                                |         59 |        170 |          2 |         33 |        205 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\common                                                                                         |          2 |          2 |          0 |          2 |          4 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\components                                                                                     |         28 |         64 |          0 |         14 |         78 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\components\cloud-image                                                                         |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-agreements                                                             |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-avatar                                                                 |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-bind-mobile                                                            |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-fab-login                                                              |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-sms-form                                                               |          4 |         10 |          0 |          2 |         12 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-user-profile                                                           |          4 |          9 |          0 |          2 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\pages                                                                                          |         25 |         70 |          0 |         13 |         83 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\pages\common                                                                                   |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\pages\common\webview                                                                           |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\pages\login                                                                                    |          4 |         11 |          0 |          2 |         13 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\pages\userinfo                                                                                 |         17 |         52 |          0 |          9 |         61 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\pages\userinfo\bind-mobile                                                                     |          4 |         11 |          0 |          2 |         13 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\pages\userinfo\cropImage                                                                       |          9 |         28 |          0 |          5 |         33 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\pages\userinfo\cropImage\limeClipper                                                           |          5 |         19 |          0 |          3 |         22 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\static                                                                                         |          2 |         32 |          2 |          2 |         36 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-id-pages\static\limeClipper                                                                             |          2 |         32 |          2 |          2 |         36 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-load-more                                                                                               |          5 |          8 |          0 |          3 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-load-more\components                                                                                    |          5 |          8 |          0 |          3 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-load-more\components\uni-load-more                                                                      |          5 |          8 |          0 |          3 |         11 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-load-more\components\uni-load-more\i18n                                                                 |          1 |          1 |          0 |          1 |          2 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-popup                                                                                                   |         10 |         18 |          0 |          6 |         24 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-popup\components                                                                                        |         10 |         18 |          0 |          6 |         24 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-popup\components\uni-popup                                                                              |          6 |         11 |          0 |          4 |         15 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-popup\components\uni-popup-dialog                                                                       |          4 |          7 |          0 |          2 |          9 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-popup\components\uni-popup\i18n                                                                         |          1 |          1 |          0 |          1 |          2 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-search-bar                                                                                              |          5 |         10 |          0 |          3 |         13 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-search-bar\components                                                                                   |          5 |         10 |          0 |          3 |         13 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-search-bar\components\uni-search-bar                                                                    |          5 |         10 |          0 |          3 |         13 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-search-bar\components\uni-search-bar\i18n                                                               |          1 |          1 |          0 |          1 |          2 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-transition                                                                                              |          5 |          7 |          0 |          3 |         10 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-transition\components                                                                                   |          5 |          7 |          0 |          3 |         10 |
| unpackage\dist\dev\mp-weixin\uni_modules\uni-transition\components\uni-transition                                                                    |          5 |          7 |          0 |          3 |         10 |
+------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
